size,cost_variant,delta_ratio,instance,cut_time_pos,nb_orders,nb_jobs,nb_new_jobs,nb_accepted_new_jobs,accepted_over_new,acceptance_ratio,cmax,total_tardiness,weighted_tardiness,obj,computing_time,delta_tjE
m,portion_of_3_7,0.5,5,late,2,10,7,7,7/7,1.0,591,1390,399.27810000000005,990.2781,5.285009541083127,0.0
m,portion_of_3_7,0.5,6,early,2,7,5,4,4/5,0.8,450,634,145.582,595.582,16.053084750077687,18.070899999999998
m,portion_of_3_7,0.5,6,middle,2,7,5,5,5/5,1.0,517,955,226.3133,743.3133,4.234455499914475,0.9511
m,portion_of_3_7,0.5,6,late,2,7,5,3,3/5,0.6,441,373,111.6969,552.6969,18.2633241659496,4.7555
m,portion_of_3_7,0.5,7,early,2,10,7,2,2/7,0.29,407,524,239.8402,646.8402,34.058414082974195,62.9607
m,portion_of_3_7,0.5,7,middle,2,10,7,6,6/7,0.86,615,1031,364.3124,979.3124,24.62765725003555,58.924800000000005
m,portion_of_3_7,0.5,7,late,2,10,7,7,7/7,1.0,626,1058,365.8842,991.8842,5.208394958986901,30.4128
m,portion_of_3_7,0.5,8,early,2,8,6,6,6/6,1.0,327,756,259.0933,586.0933,3.174780459026806,-30.548499999999997
m,portion_of_3_7,0.5,8,middle,2,8,6,6,6/6,1.0,360,553,208.4386,568.4386,3.1371095419162884,0.0
m,portion_of_3_7,0.5,8,late,2,8,6,6,6/6,1.0,360,464,184.38530000000003,544.3853,3.0877544169779867,0.0
m,portion_of_3_7,0.5,9,early,2,9,6,6,6/6,1.0,573,1499,438.5977,1011.5977,4.814030209090561,-47.0668
m,portion_of_3_7,0.5,9,middle,2,9,6,6,6/6,1.0,568,1138,385.647,953.647,4.65431608306244,0.0
m,portion_of_3_7,0.5,9,late,2,9,6,6,6/6,1.0,537,868,309.9692,846.9692,4.398073583957739,0.0
m,portion_of_3_7,0.5,10,early,2,8,6,6,6/6,1.0,258,420,108.94,366.94,2.6562345839338377,-6.265600000000001
m,portion_of_3_7,0.5,10,middle,2,8,6,6,6/6,1.0,283,345,56.5141,339.5141,2.617422292008996,-18.9354
m,portion_of_3_7,0.5,10,late,2,8,6,6,6/6,1.0,327,474,83.4508,410.4508,3.1990452079335228,0.0
m,portion_of_3_7,0.5,11,early,2,10,7,3,3/7,0.43,366,338,120.5621,486.5621,23.834013167070225,19.932000000000002
