size,cost_variant,delta_ratio,instance,cut_time_pos,nb_orders,nb_jobs,nb_new_jobs,nb_accepted_new_jobs,accepted_over_new,acceptance_ratio,cmax,total_tardiness,weighted_tardiness,obj,computing_time,delta_tjE
s,portion_of_3_7,0.5,17,early,2,3,2,2,2/2,1.0,222,122,18.2773,240.2773,1.627825915988069,0.0
s,portion_of_3_7,0.5,17,middle,2,3,2,2,2/2,1.0,222,42,4.533200000000001,226.5332,1.6051939580065664,0.0
s,portion_of_3_7,0.5,17,late,2,3,2,2,2/2,1.0,259,12,2.6472,261.6472,1.7949079580139369,0.0
s,portion_of_3_7,0.5,18,early,2,4,3,0,0/3,0.0,77,0,0.0,77.0,2.169530416984344,0.0
s,portion_of_3_7,0.5,18,middle,2,4,3,3,3/3,1.0,293,70,24.9904,317.9904,1.804722959001083,0.0
s,portion_of_3_7,0.5,18,late,2,4,3,3,3/3,1.0,301,81,26.7939,327.7939,1.808978000015486,0.0
s,portion_of_3_7,0.5,19,early,2,3,2,1,1/2,0.5,116,0,0.0,116.0,3.1956182080029976,0.0
s,portion_of_3_7,0.5,19,middle,2,3,2,2,2/2,1.0,244,21,6.5716,250.5716,1.715651666978374,0.0
s,portion_of_3_7,0.5,19,late,2,3,2,2,2/2,1.0,244,8,2.6595,246.6595,1.697879290994024,0.0
s,portion_of_3_7,0.5,20,early,2,5,3,3,3/3,1.0,332,329,73.62610000000001,405.6261,2.9310032080102246,0.0
s,portion_of_3_7,0.5,20,middle,2,5,3,3,3/3,1.0,332,333,77.6874,409.6874,2.848108834004961,0.0
s,portion_of_3_7,0.5,20,late,2,5,3,3,3/3,1.0,337,152,48.319,385.319,2.8792654999997467,0.0
